iso3,country,year,homicide_rate,gini,gdppc,pop,democracy,gini_interp,log_homicide,log_gdppc,gini_c,democracy_c,gini_x_dem
ALB,Albania,2015,0,32.8,11470171826.9575,2731293,5.91,32.8,-4.605170185988091,23.163015748529755,-3.2734784212467716,-0.653179680150517,2.1381695881695855
ALB,Albania,2016,2.72614352662554,33.7,11918533446.9749,2689469,5.91,33.7,1.006549456946368,23.201360458042533,-2.373478421246766,-0.653179680150517,1.5503078760341165
ALB,Albania,2016,4.65859969739807,33.7,11918533446.9749,2689469,5.91,33.7,1.540859176052382,23.201360458042533,-2.373478421246766,-0.653179680150517,1.5503078760341165
ALB,Albania,2016,0,33.7,11918533446.9749,2689469,5.91,33.7,-4.605170185988091,23.201360458042533,-2.373478421246766,-0.653179680150517,1.5503078760341165
ALB,Albania,2017,2.0012128039665402,33.1,12309839868.7084,2648285,5.98,33.1,0.6987379251653928,23.233664768829765,-2.9734784212467673,-0.5831796801505167,1.7340721946371531
ALB,Albania,2017,3.27784855822106,33.1,12309839868.7084,2648285,5.98,33.1,1.1902334171979874,23.233664768829765,-2.9734784212467673,-0.5831796801505167,1.7340721946371531
ALB,Albania,2017,0,33.1,12309839868.7084,2648285,5.98,33.1,-4.605170185988091,23.233664768829765,-2.9734784212467673,-0.5831796801505167,1.7340721946371531
ALB,Albania,2018,2.2803984892705502,30.1,12761785703.1071,2607733,5.98,30.1,0.8287258152095799,23.269721050456184,-5.973478421246767,-0.5831796801505167,3.483611235088703
ALB,Albania,2018,3.93887011783095,30.1,12761785703.1071,2607733,5.98,30.1,1.3734294918752892,23.269721050456184,-5.973478421246767,-0.5831796801505167,3.483611235088703
ALB,Albania,2018,0,30.1,12761785703.1071,2607733,5.98,30.1,-4.605170185988091,23.269721050456184,-5.973478421246767,-0.5831796801505167,3.483611235088703
ALB,Albania,2019,2.25302550996799,30.1,13025007474.8895,2567801,5.89,30.1,0.8167026392206486,23.290136998473546,-5.973478421246767,-0.6731796801505174,4.021224293000917
ALB,Albania,2019,2.53032095734867,30.1,13025007474.8895,2567801,5.89,30.1,0.9322904342084397,23.290136998473546,-5.973478421246767,-0.6731796801505174,4.021224293000917
ALB,Albania,2019,0,30.1,13025007474.8895,2567801,5.89,30.1,-4.605170185988091,23.290136998473546,-5.973478421246767,-0.6731796801505174,4.021224293000917
ALB,Albania,2020,2.12398982086583,29.4,12593390460.142,2528480,6.08,29.4,0.7579933828896612,23.256437946615225,-6.67347842124677,-0.48317968015051704,3.224489169069392
ALB,Albania,2020,2.15880932612593,29.4,12593390460.142,2528480,6.08,29.4,0.774178319324911,23.256437946615225,-6.67347842124677,-0.48317968015051704,3.224489169069392
ALB,Albania,2020,0,29.4,12593390460.142,2528480,6.08,29.4,-4.605170185988091,23.256437946615225,-6.67347842124677,-0.48317968015051704,3.224489169069392
ARG,Argentina,2006,5.32783270151026,46.4,470325565798.353,39622115,6.63,46.4,1.6748197094477781,26.876690985037307,10.32652157875323,0.06682031984948278,0.6900214748248766
ARG,Argentina,2006,2.63489215555505,46.4,470325565798.353,39622115,6.63,46.4,0.9726302915319723,26.876690985037307,10.32652157875323,0.06682031984948278,0.6900214748248766
ARG,Argentina,2008,5.86530605419315,45,533491913656.279,40424148,6.63,45,1.770758153004109,27.002709750415484,8.926521578753231,0.06682031984948278,0.5964730270356009
ARG,Argentina,2008,2.70630317304399,45,533491913656.279,40424148,6.63,45,0.999271828298964,27.002709750415484,8.926521578753231,0.06682031984948278,0.5964730270356009
ARG,Argentina,2010,5.7739778082346,43.7,552738161802.463,41288694,6.84,43.7,1.7550916480985153,27.038150239543654,7.626521578753234,0.27682031984948274,2.111176142769452
ARG,Argentina,2010,3.34231936886063,43.7,552738161802.463,41288694,6.84,43.7,1.2096524551876544,27.038150239543654,7.626521578753234,0.27682031984948274,2.111176142769452
ARG,Argentina,2011,6.01715853502966,42.7,585924294024.785,41730660,6.84,42.7,1.7962756782912892,27.096456427093553,6.626521578753234,0.27682031984948274,1.8343558229199697
